Y,X,Z
-157,-9,-6
-159,-8,-5
-159,-9,-6
-159,-10,-6
-159,-7,-5
-158,-8,-6
-160,-11,-6
-161,-9,-6
-162,-8,-5
-158,-6,-4
-161,-8,-5
-160,-6,-4
-161,-8,-5
-161,-6,-5
-161,-6,-5
-161,-6,-5
-161,-8,-5
-161,-6,-5
-160,-8,-6
-162,-8,-6
-162,-7,-5
-162,-9,-6
-162,-8,-6
-162,-8,-6
-164,-7,-5
-164,-7,-4
-164,-6,-5
-164,-5,-4
-164,-7,-4
-161,-5,-4
-163,-5,-4
-164,-5,-3
-164,-5,-3
-164,-6,-3
-163,-6,-4
-165,-7,-4
-164,-6,-4
-164,-5,-3
-164,-6,-4
-164,-7,-4
-164,-4,-4
-164,-6,-5
-165,-6,-4
-165,-7,-5
-165,-7,-5
-165,-6,-4
-164,-7,-5
-164,-5,-4
-164,-6,-5
-164,-6,-4
-166,-6,-4
-166,-5,-4
-164,-10,-7
-165,-8,-5
-164,-6,-4
-164,-7,-5
-164,-9,-6
-163,-7,-5
-163,-8,-5
-162,-10,-6
-163,-10,-6
-162,-9,-6
-162,-10,-6
-162,-8,-5
-162,-7,-5
-162,-7,-5
-162,-7,-4
-161,-11,-7
-161,-10,-6
-162,-8,-6
-160,-10,-6
-161,-9,-6
-161,-9,-5
-161,-9,-5
-161,-10,-6
-160,-10,-6
-160,-9,-5
-160,-10,-6
-160,-9,-6
-161,-7,-5
-161,-11,-7
-160,-11,-6
-162,-10,-5
-161,-9,-5
-161,-10,-5
-161,-10,-6
-160,-11,-7
-161,-10,-6
-160,-9,-5
-161,-10,-5
-159,-10,-6
-159,-12,-6
-159,-11,-5
-160,-9,-5
-160,-7,-4
-159,-8,-4
-159,-5,-3
-160,-6,-3
-159,-5,-3
-160,-6,-3
-159,-5,-2
-159,-4,-2
-159,-4,-2
-158,-4,-1
-158,-3,-1
-158,-4,0
-158,-2,0
-157,-4,-1
-155,-3,0
-157,-4,-1
-157,-4,0
-156,-5,-1
-156,-3,0
-154,-1,0
-157,-1,0
-155,-1,0
-154,-2,0
-154,-2,0
-154,-2,0
-154,-3,0
-154,-2,0
-153,-3,0
-153,-3,0
-153,-4,0
-154,-5,0
-154,-3,0
-154,-4,0
-154,-6,0
-154,-7,0
-154,-6,0
-153,-6,-1
-153,-7,0
-152,-6,0
-152,-6,0
-153,-9,-1
-153,-7,-1
-154,-8,-1
-153,-8,-2
-152,-8,-2
-153,-7,-1
-152,-8,-2
-152,-6,-1
-152,-6,-1
-154,-5,-1
-153,-6,-1
-152,-4,0
