Z,X,Y
-102.757,-6.12401,134.626
-102.737,-4.96643,134.356
-102.35,-4.54249,133.581
-101.751,-4.69573,132.425
-100.635,-5.16034,131.396
-99.0093,-5.99683,131.054
-97.2953,-7.13725,131.292
-95.889,-8.37749,131.772
-95.0948,-9.41805,132.071
-95.0206,-10.0147,132.024
-95.4914,-10.1006,131.843
-96.4153,-9.79966,131.576
-97.5589,-9.11957,131.071
-98.3473,-8.09619,130.374
-98.687,-7.36389,129.676
-98.8852,-7.30899,129.103
-98.8821,-7.58968,128.635
-98.6254,-7.97575,128.229
-98.3719,-8.32373,127.884
-98.1268,-8.36633,127.626
-97.6962,-8.33133,127.671
-97.2499,-8.6361,127.963
-96.969,-9.04907,128.104
-96.6294,-9.45207,128.164
-96.2486,-10.1142,128.348
-96.0312,-10.7376,128.501
-95.8776,-10.9285,128.593
-95.7638,-10.799,128.834
-95.7512,-10.5017,129.103
-95.7191,-10.1027,129.226
-95.5647,-9.82166,129.25
-95.4507,-9.95494,129.133
-95.5564,-10.4395,128.87
-95.7148,-10.7036,128.682
-95.7771,-10.4699,128.706
-95.7504,-10.0897,128.793
-95.6352,-9.88918,128.857
-95.4851,-9.88182,128.941
-95.2959,-9.99674,129.025
-95.1189,-10.3436,129.027
-95.1346,-10.8599,128.91
-95.2688,-11.0804,128.795
-95.3306,-10.867,128.833
-95.2945,-10.5564,128.89
-95.2072,-10.4476,128.866
-95.0496,-10.5826,128.829
-94.8845,-10.9273,128.893
-94.825,-11.3289,128.931
-94.8214,-11.51,128.8
-94.7395,-11.5149,128.755
-94.594,-11.5463,128.923
-94.3917,-11.685,129.161
-94.0518,-11.8689,129.364
-93.694,-12.2026,129.571
-93.487,-12.6254,129.931
-93.3313,-12.8239,130.324
-93.1862,-12.7987,130.633
-93.1359,-12.7091,130.741
-93.1103,-12.5971,130.747
-92.9766,-12.5341,130.814
-92.8214,-12.7428,131.012
-92.6667,-13.2037,131.217
-92.49,-13.5137,131.287
-92.3784,-13.5107,131.383
-92.2458,-13.4341,131.619
-92.0314,-13.535,131.81
-91.8745,-13.734,131.885
-91.7435,-13.81,132.012
-91.6234,-13.7645,132.289
-91.6384,-13.6687,132.564
-91.7153,-13.5942,132.686
-91.7406,-13.6535,132.782
-91.6483,-13.7789,132.953
-91.322,-13.9177,133.2
-90.8506,-14.1946,133.501
-90.4586,-14.6133,133.813
-90.2025,-14.9376,134.044
-90.0453,-15.0176,134.124
-90.0115,-14.9522,134.071
-89.9997,-14.8715,134.056
-89.8567,-14.7924,134.179
-89.7252,-14.7928,134.355
-89.719,-15.0561,134.558
-89.7709,-15.4651,134.745
-89.8217,-15.6934,134.951
-89.779,-15.5921,135.23
-89.5497,-15.5325,135.555
-89.2973,-15.776,135.819
-89.1319,-16.0586,135.976
-88.9808,-16.2691,136.194
-88.9421,-16.4244,136.5
-88.9825,-16.4092,136.747
-88.9292,-16.268,136.971
-88.821,-16.1368,137.212
-88.7718,-16.1178,137.49
-88.6772,-16.2427,137.746
-88.4901,-16.4522,137.862
-88.2766,-16.6558,137.887
-88.0291,-16.7944,137.942
-87.805,-16.9228,138.068
-87.6927,-17.0252,138.189
-87.4996,-17.1282,138.31
-87.1168,-17.3752,138.431
-86.7452,-17.725,138.599
-86.4253,-17.9635,138.908
-86.163,-18.0617,139.243
-86.0181,-18.1343,139.486
-85.9859,-18.2692,139.695
-86.0338,-18.3651,139.856
-86.0589,-18.3028,140.003
-86.0531,-18.2567,140.236
-86.0618,-18.3103,140.528
-86.1121,-18.2918,140.802
-86.1692,-18.242,141.102
-86.2604,-18.3115,141.34
-86.2993,-18.4172,141.451
-86.1696,-18.481,141.528
-86.0146,-18.6372,141.619
-85.8736,-18.9172,141.769
-85.6535,-19.145,142.01
-85.4612,-19.2176,142.172
-85.3527,-19.3006,142.212
-85.2352,-19.4821,142.313
-85.1274,-19.686,142.526
-85.12,-19.762,142.674
-85.1474,-19.7497,142.75
-85.1448,-19.825,142.891
-85.1309,-19.9327,143.105
-85.1107,-19.9011,143.332
-85.1191,-19.7826,143.583
-85.1934,-19.7024,143.851
-85.3219,-19.7018,144.074
-85.4706,-19.7596,144.177
-85.5574,-19.7998,144.271
-85.4657,-19.6944,144.476
-85.2648,-19.6447,144.716
-85.1326,-19.7311,144.931
-85.0098,-19.7483,145.184
-84.9421,-19.6899,145.377
-84.9459,-19.783,145.44
-84.9563,-20.0269,145.509
-84.956,-20.1854,145.557
-84.9596,-20.1687,145.54
-84.9901,-20.0174,145.47
-85.1456,-19.9443,145.444
-85.406,-19.953,145.556
-85.6579,-19.8972,145.713
-85.9096,-19.8081,145.838
-86.2549,-19.7127,145.991
-86.6224,-19.5039,146.273
-86.9441,-19.2732,146.743
-87.347,-19.1,147.169
-87.8631,-19.0136,147.357
-88.3846,-19.0547,147.393
-88.877,-19.0355,147.412
-89.2617,-18.8676,147.555
-89.4348,-18.7126,147.726
-89.3319,-18.6881,147.726
-88.9199,-18.9556,147.637
-88.2538,-19.5225,147.497
-87.2697,-20.0636,147.318
-85.9808,-20.2304,147.241
-84.7481,-19.9686,147.071
-83.9,-19.9608,146.752
-83.5017,-20.6232,146.35
-83.2935,-21.2452,145.899
-82.989,-21.3616,145.585
-82.7223,-21.3876,145.504
-82.7165,-21.5917,145.561
-82.9351,-21.8109,145.759
-83.1996,-21.8312,146.188
-83.534,-21.8152,146.927
-84.0843,-22.0353,147.821
-84.6523,-22.3326,148.557
-84.9739,-22.5292,149.17
-85.1409,-22.6134,149.651
-85.2034,-22.6383,149.967
-85.0563,-22.7509,150.262
-84.7468,-23.0132,150.58
-84.318,-23.2588,150.858
-83.7761,-23.3921,151.025
-83.2993,-23.4233,150.946
-83.0971,-23.4252,150.622
-83.0666,-23.4701,150.311
-83.0717,-23.4308,150.164
-83.1222,-23.3055,150.172
-83.2705,-23.2311,150.222
-83.5106,-23.3002,150.38
-83.7904,-23.3563,150.635
-84.0275,-23.204,150.76
-84.1283,-23.0754,150.791
-84.0206,-23.2366,150.831
-83.7411,-23.4994,150.864
-83.4171,-23.5886,150.657
-83.1321,-23.6853,150.339
-82.9688,-23.8481,150.088
-82.8974,-23.8512,149.948
-82.8531,-23.7093,149.939
-82.8679,-23.6517,149.999
-83.0004,-23.8752,150.074
